Contact.Key,Resp,R2016,R2015,R2014,Age,Finish.Time,Swim.Time,Bike.Time,Run.Time,Min_Year,prior_races,club_aff,Finish.Rank,Swim.Rank,Bike.Rank,Run.Rank
1401492,0,0,0,0,57,21022,2521,10697,6913,2017,1,1,3,5,3,2
1401496,0,0,0,0,41,23759,2469,11961,8835,2017,1,0,5,5,6,5
1401502,0,0,0,0,39,25274,3257,12277,8770,2017,1,0,6,7,6,5
1401512,0,0,0,0,25,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401527,0,0,0,0,33,24754,2856,12895,7952,2017,2,0,6,6,7,3
1401535,0,0,0,0,34,26821,2608,14584,7906,2017,1,0,7,5,8,3
1401536,0,0,0,0,54,999999,2771,11659,999999,2017,1,0,9,6,5,9
1401537,0,0,0,0,46,27415,3087,11507,11457,2017,1,0,7,7,5,8
1401542,0,0,0,0,57,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401547,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401548,0,0,0,0,62,28662,2972,14042,9843,2017,1,0,8,7,8,6
1401567,0,0,0,0,39,26418,3439,12779,9585,2017,1,1,7,8,7,6
1401581,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401582,1,0,0,0,41,24200,3215,11775,7997,2017,1,1,5,7,5,3
1401584,1,0,0,0,45,22680,2961,11262,7203,2017,1,0,4,7,4,2
1401596,0,0,0,0,45,25857,3429,11741,8879,2017,1,0,7,8,5,5
1401610,0,0,0,0,47,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401612,0,0,0,0,27,19383,1815,9537,7335,2017,1,0,2,2,1,2
1401615,0,0,0,0,44,23702,1147,11937,9226,2017,2,1,5,1,6,6
1401638,0,0,0,0,48,23304,2164,11204,9218,2017,2,0,5,3,4,6
1401659,0,0,0,0,47,19644,1980,9611,6811,2017,2,0,2,2,1,2
1401682,0,0,0,0,46,26453,2600,12456,10684,2017,1,0,7,5,6,7
1401689,0,0,0,0,28,18568,2307,9967,5486,2017,1,0,1,4,2,1
1401697,0,0,0,0,41,29462,2934,12378,13431,2017,1,0,8,7,6,8
1401710,0,0,0,0,26,23346,2521,11812,7749,2017,1,0,5,5,5,3
1401711,0,0,0,0,38,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401715,0,0,0,0,28,24082,2037,11573,9819,2017,1,0,5,2,5,6
1401731,0,0,0,0,31,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401736,0,0,0,0,45,24534,2935,11558,8704,2017,1,0,6,7,5,5
1401744,0,0,0,0,32,26540,2757,13088,9344,2017,1,0,7,6,7,6
1401752,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401753,0,0,0,0,48,28475,4134,13201,9948,2017,1,0,8,8,7,7
1401760,0,0,0,0,44,24876,3443,12032,8600,2017,2,0,6,8,6,5
1401772,0,0,0,0,30,27446,2698,13571,9918,2017,1,0,7,6,7,6
1401774,0,0,0,0,58,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401788,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401795,0,0,0,0,49,21828,1925,11250,7915,2017,1,0,3,2,4,3
1401812,0,0,0,0,35,20037,2280,9934,6923,2017,2,0,2,4,2,2
1401813,0,0,0,0,45,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401815,0,0,0,0,31,25173,2910,11849,8197,2017,1,0,6,7,5,4
1401822,0,0,0,0,44,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401837,0,0,0,0,39,30019,2990,14608,9416,2017,1,0,8,7,8,6
1401840,0,0,0,0,55,25948,3139,12194,9330,2017,1,0,7,7,6,6
1401848,0,0,0,0,27,24932,2810,12870,8271,2017,1,0,6,6,7,4
1401851,0,0,0,0,30,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401857,0,0,0,0,29,19162,2300,9216,7030,2017,2,1,2,4,1,2
1401863,0,0,0,0,51,29971,3450,14056,10840,2017,1,0,8,8,8,7
1401864,0,0,0,0,50,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401865,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401868,0,0,0,0,44,21365,2472,9891,8112,2017,1,0,3,5,2,4
1401873,0,0,0,0,34,23846,3598,12605,7013,2017,1,0,5,8,7,2
1401886,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401887,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401888,0,0,0,0,37,999999,999999,999999,999999,2017,1,0,9,9,9,9
1401891,0,0,0,0,32,23981,2433,12547,7487,2017,2,0,5,4,6,3
1401908,0,0,0,0,42,21374,2645,11316,6355,2017,1,0,3,6,4,1
1401911,0,0,0,0,61,23019,2105,11813,7110,2017,2,1,4,3,5,2
1401935,0,0,0,0,30,24527,2945,12065,8888,2017,1,0,6,7,6,5
1401951,0,0,0,0,66,999999,2575,13501,999999,2017,1,0,9,5,7,9
1401967,0,0,0,0,41,30385,3890,14186,10993,2017,1,1,8,8,8,7
1401971,0,0,0,0,49,25732,3031,13410,8100,2017,1,0,6,7,7,4
1401975,0,0,0,0,41,23072,2732,10981,8099,2017,1,0,4,6,4,4
1401993,0,0,0,0,30,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402027,0,0,0,0,41,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402050,0,0,0,0,38,22757,2633,10428,9299,2017,1,0,4,5,3,6
1402054,0,0,0,0,43,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402105,0,0,0,0,53,27738,1552,12098,12991,2017,1,0,7,1,6,8
1402108,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402111,0,0,0,0,56,999999,3477,14810,999999,2017,1,0,9,8,8,9
1402119,0,0,0,0,48,19442,1259,10454,7079,2017,2,1,2,1,3,2
1402138,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402140,0,0,0,0,58,28422,3239,13328,10744,2017,1,0,8,7,7,7
1402142,0,0,0,0,34,24487,2808,12398,7752,2017,1,0,6,6,6,3
1402149,0,0,0,0,41,29952,3716,14022,10922,2017,1,0,8,8,8,7
1402151,0,0,0,0,33,23864,2215,12687,8390,2017,1,0,5,3,7,4
1402157,0,0,0,0,47,27166,4057,12808,9102,2017,1,0,7,8,7,5
1402161,0,0,0,0,40,17781,2135,9103,6221,2017,1,0,1,3,1,1
1402162,1,0,0,0,51,27675,3387,12005,11384,2017,1,0,7,8,6,8
1402176,0,0,0,0,35,23648,2531,11786,8279,2017,1,0,5,5,5,4
1402182,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402213,0,0,0,0,33,26175,3213,12897,8491,2017,1,0,7,7,7,4
1402214,0,0,0,0,41,22538,2175,11984,7574,2017,1,0,4,3,6,3
1402217,0,0,0,0,48,25772,3864,12413,8738,2017,1,0,6,8,6,5
1402260,0,0,0,0,29,24264,2748,12868,7723,2017,1,0,5,6,7,3
1402263,0,0,0,0,42,25711,2675,12864,8348,2017,2,0,6,6,7,4
1402266,0,0,0,0,35,25818,3401,11657,9638,2017,1,0,6,8,5,6
1402271,0,0,0,0,28,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402273,0,0,0,0,64,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402294,0,1,1,0,29,17147,1538,9363,5985,2015,4,1,1,1,1,1
1402299,1,0,0,0,35,24511,1494,12336,9821,2017,2,1,6,1,6,6
1402310,0,0,0,0,63,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402312,0,0,0,0,26,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402313,0,0,0,0,39,21387,2734,10311,7136,2017,1,0,3,6,2,2
1402327,0,0,0,0,45,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402330,0,0,0,0,44,999999,999999,999999,999999,2017,2,0,9,9,9,9
1402333,0,0,0,0,42,29011,3862,13888,9934,2017,1,0,8,8,8,7
1402335,0,0,0,0,40,22759,2417,11441,7972,2017,1,0,4,4,5,3
1402342,0,0,0,0,55,23714,2344,12927,7938,2017,1,0,5,4,7,3
1402353,0,0,0,0,57,25014,2927,11560,9241,2017,1,0,6,7,5,6
1402388,1,0,0,0,37,21478,1882,10706,8111,2017,2,0,3,2,3,4
1402409,0,0,0,0,38,25567,2826,12117,9826,2017,1,0,6,6,6,6
1402415,0,0,0,0,57,26333,2448,12695,10129,2017,1,1,7,4,7,7
1402418,0,0,0,0,48,25306,2736,11935,9923,2017,1,0,6,6,6,7
1402456,0,0,0,0,39,21822,2393,11063,7457,2017,1,0,3,4,4,3
1402479,0,0,0,0,39,27199,2522,13085,10345,2017,1,0,7,5,7,7
1402489,0,0,0,0,40,25069,2841,12490,8666,2017,1,1,6,6,6,5
1402490,0,0,0,0,32,27654,3086,14201,9140,2017,1,0,7,7,8,5
1402496,0,0,0,0,48,24567,2805,11565,8905,2017,1,0,6,6,5,5
1402506,0,0,0,0,44,999999,3456,15294,999999,2017,1,0,9,8,8,9
1402508,0,0,0,0,35,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402533,0,0,0,0,37,23106,3449,11212,6365,2017,1,0,4,8,4,1
1402541,0,0,0,0,56,29400,3539,11634,12966,2017,1,0,8,8,5,8
1402542,0,0,0,0,45,23102,2762,11533,7752,2017,1,0,4,6,5,3
1402547,0,0,0,0,63,999999,3004,14523,999999,2017,1,0,9,7,8,9
1402553,0,0,0,0,48,21631,2757,10073,8384,2017,1,0,3,6,2,4
1402559,0,0,0,0,32,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402560,0,0,0,0,26,21919,2500,11674,6578,2017,1,0,3,5,5,1
1402572,0,0,0,0,57,24537,3365,11497,8344,2017,1,1,6,8,5,4
1402577,0,0,0,0,40,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402591,0,0,0,0,33,23884,2619,11952,7846,2017,1,0,5,5,6,3
1402616,0,0,0,0,37,21561,2402,11050,7211,2017,1,0,3,4,4,2
1402618,0,0,0,0,27,23864,2283,12689,8390,2017,1,0,5,4,7,4
1402619,0,0,0,0,50,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402620,0,0,0,0,36,25662,2726,13132,8588,2017,1,0,6,6,7,5
1402624,0,0,0,0,59,25183,3029,11730,8929,2017,1,0,6,7,5,5
1402637,0,0,0,0,46,23627,3248,11340,7996,2017,1,0,5,7,4,3
1402643,1,0,0,0,48,17561,2450,8561,6194,2017,1,1,1,4,1,1
1402646,0,0,0,0,31,20799,1985,11541,6323,2017,1,0,3,2,5,1
1402652,0,0,0,0,46,22357,3085,10997,7317,2017,1,0,4,7,4,2
1402665,0,0,0,0,34,20739,1849,9874,8144,2017,1,0,2,2,2,4
1402672,0,0,0,0,34,22422,2326,10942,8138,2017,1,0,4,4,4,4
1402685,0,0,0,0,27,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402698,0,0,0,0,49,25738,2646,13052,8589,2017,1,0,6,6,7,5
1402701,0,0,0,0,53,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402707,0,0,0,0,59,29273,2690,12887,12372,2017,1,0,8,6,7,8
1402711,0,0,0,0,36,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402715,0,0,0,0,30,21213,2250,10285,7950,2017,1,1,3,3,2,3
1402737,0,0,0,0,50,999999,999999,999999,999999,2017,1,1,9,9,9,9
1402747,0,0,0,0,35,20931,2641,10643,6846,2017,1,0,3,5,3,2
1402763,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402771,0,0,0,0,44,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402774,0,0,0,0,21,22836,2434,12793,7086,2017,1,0,4,4,7,2
1402791,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402798,0,0,0,0,46,20104,912,11071,7611,2017,2,1,2,1,4,3
1402809,0,0,0,0,66,24866,2683,12701,8465,2017,1,0,6,6,7,4
1402817,0,0,0,0,56,28082,3161,12751,10885,2017,1,0,8,7,7,7
1402838,0,0,0,0,58,23733,872,11473,10552,2017,2,0,5,1,5,7
1402848,0,0,0,0,50,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402858,0,0,0,0,59,22873,2307,11483,7820,2017,2,0,4,4,5,3
1402861,0,0,0,0,25,23930,2737,12553,7745,2017,1,0,5,6,7,3
1402865,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402892,0,0,0,0,59,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402902,0,0,0,0,30,23567,3417,11739,7467,2017,1,0,5,8,5,3
1402907,0,0,0,0,37,999999,1802,12440,999999,2017,1,0,9,2,6,9
1402912,0,0,0,0,61,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402923,0,0,0,0,43,24757,3110,12344,8233,2017,1,0,6,7,6,4
1402930,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402936,0,0,0,0,39,23546,2273,11112,8972,2017,1,0,5,4,4,5
1402950,0,0,0,0,30,18592,2019,9862,5948,2017,1,0,1,2,2,1
1402959,0,0,0,0,33,24036,2694,12069,8243,2017,1,0,5,6,6,4
1402965,0,0,0,0,39,19447,2411,10298,6335,2017,1,1,2,4,2,1
1402968,0,0,0,0,31,999999,999999,999999,999999,2017,1,0,9,9,9,9
1402973,0,0,0,0,35,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403004,0,0,0,0,28,25477,2226,12990,8969,2017,1,0,6,3,7,5
1403008,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403015,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403028,0,0,0,0,31,28376,3194,13689,10183,2017,1,0,8,7,8,7
1403046,0,0,0,0,36,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403052,0,0,0,0,36,22145,2469,11765,6859,2017,1,0,4,5,5,2
1403056,0,0,0,0,33,30311,3322,14633,11449,2017,1,1,8,8,8,8
1403064,0,0,0,0,29,28735,3256,13063,11216,2017,1,0,8,7,7,8
1403078,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403083,0,0,0,0,33,24395,2498,13163,7516,2017,1,0,6,5,7,3
1403090,0,0,0,0,32,23553,3074,11264,7761,2017,1,0,5,7,4,3
1403095,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403099,0,0,0,0,27,29970,4118,13552,10864,2017,1,1,8,8,7,7
1403103,0,0,0,0,38,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403104,0,0,0,0,42,25119,2737,11893,9516,2017,1,0,6,6,6,6
1403105,0,0,0,0,44,20479,2318,10548,6820,2017,1,0,2,4,3,2
1403106,0,0,0,0,48,20061,2112,9967,6934,2017,1,0,2,3,2,2
1403111,0,0,0,0,54,999999,3598,16664,999999,2017,1,0,9,8,8,9
1403131,0,0,0,0,35,999999,2636,9565,999999,2017,1,0,9,5,1,9
1403135,0,0,0,0,30,20682,2594,11018,6144,2017,1,0,2,5,4,1
1403137,0,0,0,0,34,19806,1890,9716,7295,2017,1,0,2,2,1,2
1403141,0,0,0,0,47,999999,4344,999999,999999,2017,1,0,9,8,9,9
1403143,0,0,0,0,36,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403168,0,0,0,0,23,19243,2057,9623,6800,2017,1,0,2,2,1,2
1403217,0,0,0,0,39,26064,3005,12470,9523,2017,1,0,7,7,6,6
1403231,0,0,0,0,41,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403236,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403258,0,0,0,0,48,26330,2781,12686,10140,2017,1,1,7,6,7,7
1403259,0,0,0,0,38,24582,2575,11491,9303,2017,2,0,6,5,5,6
1403264,0,0,0,0,54,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403269,1,0,0,0,28,22740,2367,11348,7907,2017,1,0,4,4,4,3
1403278,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403285,0,0,0,0,53,26009,2973,12079,9698,2017,1,0,7,7,6,6
1403314,1,0,0,0,47,21128,2416,10668,7397,2017,1,0,3,4,3,2
1403315,0,0,0,0,58,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403325,0,0,0,0,54,25918,2891,13557,8687,2017,1,0,7,7,7,5
1403332,0,0,0,0,59,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403350,1,0,0,0,40,23542,2513,9745,8602,2017,2,0,5,5,2,5
1403359,0,0,0,0,34,24849,2282,13228,8135,2017,1,0,6,4,7,4
1403371,0,0,0,0,46,999999,4011,999999,999999,2017,2,0,9,8,9,9
1403380,1,0,0,0,50,24012,3362,10339,8871,2017,1,1,5,8,2,5
1403386,0,0,0,0,41,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403392,0,0,0,0,31,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403394,0,0,0,0,58,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403395,0,0,0,0,66,25116,2989,10795,10273,2017,1,0,6,7,3,7
1403398,0,0,0,0,33,22022,1092,9943,10305,2017,2,1,4,1,2,7
1403413,0,0,0,0,28,23319,2394,12228,8114,2017,1,0,5,4,6,4
1403417,0,0,0,0,72,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403419,0,0,0,0,32,21577,1992,11281,7517,2017,1,0,3,2,4,3
1403429,0,0,0,0,44,31371,2658,12076,12542,2017,1,0,8,6,6,8
1403437,0,0,0,0,46,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403439,0,0,0,0,45,24094,2986,11121,9535,2017,1,0,5,7,4,6
1403462,0,0,0,0,31,22591,2509,11267,7766,2017,1,0,4,5,4,3
1403465,0,0,0,0,27,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403472,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403479,0,0,0,0,52,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403480,0,0,0,0,42,21593,1867,10208,9160,2017,1,0,3,2,2,5
1403495,1,0,0,0,31,24144,3160,11304,8129,2017,1,0,5,7,4,4
1403503,0,0,0,0,39,999999,716,8451,999999,2017,2,0,9,1,1,9
1403518,0,0,0,0,30,16559,910,9784,5385,2017,2,0,1,1,2,1
1403526,0,0,0,0,37,23324,2515,11621,8588,2017,1,0,5,5,5,5
1403527,0,0,0,0,35,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403540,0,0,0,0,30,19188,1122,10532,6040,2017,2,0,2,1,3,1
1403541,0,0,0,0,46,999999,4377,11673,999999,2017,1,1,9,8,5,9
1403558,0,0,0,0,30,19406,2053,9955,6716,2017,1,0,2,2,2,1
1403561,0,0,0,0,56,24722,2141,11902,8833,2017,2,1,6,3,6,5
1403564,0,0,0,0,35,27023,3304,12967,9128,2017,1,0,7,8,7,5
1403577,0,0,0,0,53,24179,2658,11965,8582,2017,1,0,5,6,6,5
1403581,0,0,0,0,47,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403584,0,0,0,0,35,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403607,0,0,0,0,43,23259,2593,10646,8903,2017,1,0,5,5,3,5
1403611,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403614,0,0,0,0,34,18462,837,9995,6396,2017,2,1,1,1,2,1
1403622,0,0,0,0,34,20467,848,11257,7777,2017,2,1,2,1,4,3
1403637,0,0,0,0,44,20518,2582,9934,7674,2017,1,0,2,5,2,3
1403643,0,0,0,0,46,20260,2047,9518,7855,2017,1,0,2,2,1,3
1403644,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403664,0,0,0,0,34,21559,2643,11255,6359,2017,1,0,3,5,4,1
1403670,0,0,0,0,56,27097,3469,11523,10800,2017,1,0,7,8,5,7
1403679,1,0,0,0,42,22996,2821,10837,8751,2017,1,0,4,6,4,5
1403680,0,0,0,0,50,24637,2645,11924,9073,2017,1,0,6,6,6,5
1403682,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403686,0,0,0,0,26,24522,2081,12427,8443,2017,1,0,6,3,6,4
1403687,0,0,0,0,38,26520,3640,12640,8719,2017,1,0,7,8,7,5
1403695,0,0,0,0,49,25215,2114,13007,8922,2017,1,0,6,3,7,5
1403698,0,0,0,0,58,23723,2712,11592,8040,2017,1,0,5,6,5,4
1403703,0,0,0,0,44,25538,3569,13221,7976,2017,2,0,6,8,7,3
1403710,0,0,0,0,53,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403719,0,0,0,0,42,21505,2058,11537,7056,2017,1,0,3,2,5,2
1403729,0,0,0,0,38,24182,2317,13529,7515,2017,3,0,5,4,7,3
1403735,0,0,0,0,33,22549,2095,11655,7847,2017,1,0,4,3,5,3
1403736,0,0,0,0,46,999999,999999,999999,999999,2017,2,0,9,9,9,9
1403747,0,0,0,0,61,28165,3437,13191,10533,2017,1,0,8,8,7,7
1403777,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403786,0,0,0,0,38,19947,1226,10285,7810,2017,2,1,2,1,2,3
1403795,0,0,0,0,40,23128,2866,10795,7953,2017,2,1,5,6,3,3
1403811,0,0,0,0,40,22813,2612,10706,8262,2017,1,0,4,5,3,4
1403827,0,0,0,0,31,24230,2283,12552,8255,2017,1,0,5,4,7,4
1403834,0,0,0,0,31,23023,2340,11800,7994,2017,1,1,4,4,5,3
1403835,0,0,0,0,46,26303,2131,13087,9964,2017,1,1,7,3,7,7
1403844,0,0,0,0,43,25084,3034,12040,9383,2017,1,1,6,7,6,6
1403853,1,0,0,0,44,20876,2438,9421,8598,2017,1,1,3,4,1,5
1403857,0,0,0,0,62,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403868,0,0,0,0,33,17102,1988,9633,5033,2017,1,0,1,2,1,1
1403878,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403889,0,0,0,0,56,21333,2128,10905,7316,2017,1,0,3,3,4,2
1403900,0,0,0,0,56,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403903,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403916,0,0,0,0,38,20899,2671,11047,6230,2017,1,0,3,6,4,1
1403919,0,0,0,0,46,999999,999999,999999,999999,2017,1,0,9,9,9,9
1403933,0,0,0,0,56,26929,3300,13533,8602,2017,1,0,7,8,7,5
1403940,0,0,0,0,42,22851,2552,11578,7994,2017,1,0,4,5,5,3
1403959,1,0,0,0,39,24014,2769,10933,10002,2017,1,0,5,6,4,7
1403990,0,0,0,0,52,24308,2762,11415,8379,2017,1,0,5,6,5,4
1404006,0,0,0,0,25,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404131,0,0,0,0,31,21397,1043,11246,8052,2017,2,0,3,1,4,4
1404135,0,0,0,0,35,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404149,0,0,0,0,47,20250,1626,10032,7705,2017,1,0,2,1,2,3
1404196,0,0,0,0,46,22173,2752,11216,7908,2017,1,0,4,6,4,3
1404214,0,0,0,0,22,27650,2484,13601,10380,2017,1,0,7,5,8,7
1404248,0,0,0,0,55,27387,2038,13246,11155,2017,1,0,7,2,7,8
1404255,0,0,0,0,35,25136,2850,13260,8103,2017,2,0,6,6,7,4
1404361,0,0,0,0,37,21542,2067,10537,8114,2017,1,0,3,2,3,4
1404387,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404412,0,0,0,0,36,22056,2733,11373,7588,2017,1,0,4,6,5,3
1404480,0,0,0,0,63,21331,2332,10512,7684,2017,1,0,3,4,3,3
1404523,0,0,0,0,29,23492,2664,12366,7404,2017,1,0,5,6,6,2
1404544,0,0,0,0,35,17868,1953,9526,5777,2017,1,1,1,2,1,1
1404556,0,0,0,0,37,25919,2697,13448,8965,2017,1,0,7,6,7,5
1404564,0,0,0,0,44,20303,2165,10335,7003,2017,1,0,2,3,2,2
1404591,0,0,0,0,31,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404622,0,0,0,0,47,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404663,0,0,0,0,28,23313,3571,11883,6728,2017,1,0,5,8,5,1
1404817,0,0,0,0,47,28472,3570,14001,9470,2017,1,1,8,8,8,6
1404862,0,0,0,0,40,999999,999999,999999,999999,2017,1,0,9,9,9,9
1404878,0,0,0,0,35,23247,3505,10385,8342,2017,1,0,5,8,3,4
1404904,0,0,0,0,47,23974,3090,11526,7981,2017,1,0,5,7,5,3
1404985,0,0,0,0,40,18755,920,9257,7875,2017,2,0,1,1,1,3
1404986,0,0,0,0,42,22009,2565,10166,7384,2017,2,0,4,5,2,2
1405012,0,0,0,0,59,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405024,1,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405059,0,0,0,0,36,22005,2542,11285,7136,2017,1,0,4,5,4,2
1405087,0,0,0,0,26,26163,1933,13505,9905,2017,1,0,7,2,7,6
1405149,0,0,0,0,38,22565,2008,10583,8852,2017,1,0,4,2,3,5
1405167,0,0,0,0,57,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405189,0,0,0,0,30,25171,2985,11852,8197,2017,1,0,6,7,5,4
1405262,0,0,0,0,45,999999,999999,999999,999999,2017,1,1,9,9,9,9
1405290,0,0,0,0,51,26386,2824,13244,9076,2017,1,0,7,6,7,5
1405319,0,0,0,0,53,26133,2958,12501,10017,2017,1,0,7,7,6,7
1405320,0,0,0,0,45,28321,3987,13124,9741,2017,1,0,8,8,7,6
1405328,0,0,0,0,55,28938,2902,14731,9951,2017,1,0,8,7,8,7
1405359,0,0,0,0,53,999999,4128,13611,999999,2017,2,0,9,8,8,9
1405366,0,0,0,0,56,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405398,1,0,0,0,41,23969,3043,10884,9621,2017,1,1,5,7,4,6
1405485,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405560,0,0,0,0,45,27042,2882,13929,9106,2017,1,0,7,7,8,5
1405576,0,0,0,0,70,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405578,0,0,0,0,43,21769,2223,11213,7645,2017,2,0,3,3,4,3
1405592,0,0,0,0,39,24931,2262,12516,9041,2017,1,0,6,3,6,5
1405618,0,0,0,0,25,16581,1878,9259,4979,2017,1,0,1,2,1,1
1405734,0,0,0,0,51,18134,1990,8664,7122,2017,1,0,1,2,1,2
1405735,0,0,0,0,50,22295,2679,11518,7276,2017,1,0,4,6,5,2
1405736,0,0,0,0,43,24707,2567,11724,9226,2017,1,1,6,5,5,6
1405801,0,0,0,0,51,25267,2748,13091,7768,2017,1,0,6,6,7,3
1405832,0,0,0,0,31,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405930,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,9,9,9,9
1405968,0,0,0,0,41,22133,2307,9999,9480,2017,1,0,4,4,2,6
1406077,0,0,0,0,49,24309,1894,11739,9873,2017,1,0,5,2,5,6
1406078,0,0,0,0,36,29312,3253,15474,10049,2017,1,0,8,7,8,7
1406200,0,0,0,0,43,999999,999999,999999,999999,2017,1,0,9,9,9,9
1406239,0,0,0,0,39,25328,1321,12818,10401,2017,1,1,6,1,7,7
1406282,0,0,0,0,37,22578,2587,9913,9616,2017,1,1,4,5,2,6
1406298,0,0,0,0,43,24371,2557,11446,9840,2017,1,0,6,5,5,6
1406324,0,0,0,0,32,26347,2699,15301,7686,2017,1,1,7,6,8,3
1406360,0,0,0,0,46,17147,905,9662,6010,2017,2,0,1,1,1,1
1406375,0,0,0,0,32,28777,3478,12962,11756,2017,1,1,8,8,7,8
