Contact.Key,Resp,R2016,R2015,R2014,Age,Finish.Time,Swim.Time,Bike.Time,Run.Time,Min_Year,prior_races,club_aff,Finish.Rank,Swim.Rank,Bike.Rank,Run.Rank
125,0,0,0,1,45,31374,2432,15192,12644,2014,2,0,8,4,8,8
293,0,0,0,0,46,26942,2182,12259,11543,2017,1,0,7,3,6,8
410,0,0,0,0,43,999999,999999,999999,999999,2017,1,0,8,8,8,8
622,0,0,1,1,58,24186,1999,11635,9773,2014,3,1,5,2,5,6
727,0,0,0,0,20,22471,2064,10722,9204,2017,2,0,4,2,3,6
808,0,0,3,0,39,18977,1777,9097,7738,2015,4,0,1,2,1,3
970,0,1,0,0,44,22897,2171,10950,8591,2016,3,0,4,3,4,5
1038,0,1,1,1,34,21108,2880,10232,9267,2014,4,0,3,7,2,6
1142,0,1,1,1,46,19893,2075,9756,6750,2014,4,0,2,3,2,1
1546,1,3,2,2,51,23118,2079,10736,8291,2014,7,0,4,3,3,4
1611,0,0,0,0,54,999999,2574,11132,999999,2017,1,0,8,5,4,8
1714,0,0,1,0,43,28042,2990,13455,10687,2015,2,0,7,7,7,7
1732,0,0,2,1,52,22300,2734,10703,8113,2014,4,1,4,6,3,4
1733,0,0,1,1,38,25127,2700,14240,7025,2014,3,0,6,6,8,2
1751,1,1,1,1,52,21759,2206,10399,8166,2014,3,0,3,3,3,4
1918,1,1,1,0,31,21842,2740,11055,7593,2015,5,1,3,6,4,3
2180,1,0,3,2,54,18012,1883,8937,6351,2014,6,0,1,2,1,1
2321,0,1,0,1,32,21689,1950,10067,7807,2014,3,0,3,2,2,3
2354,0,1,3,2,42,21319,2082,10217,8027,2014,7,0,3,3,2,4
2716,0,0,1,0,25,24263,2558,11072,9900,2015,2,1,5,5,4,6
3057,0,0,0,1,36,24926,2471,12725,8715,2014,2,1,6,5,7,5
3120,1,3,1,0,38,21447,2736,9813,7647,2015,6,0,3,6,2,3
3130,1,1,1,1,57,20975,1765,10919,7849,2014,3,1,3,1,4,3
3208,0,0,1,0,38,20695,2682,9908,7626,2015,2,0,2,6,2,3
3310,0,1,1,1,41,22439,1478,10348,8818,2014,5,0,4,1,2,5
3321,0,0,0,0,57,24117,3038,11358,9229,2017,1,0,5,7,5,6
3348,0,0,2,0,41,28497,3219,12419,10435,2015,4,0,8,7,6,7
3365,0,0,1,0,35,29380,1576,13105,11933,2015,2,0,8,1,7,8
3398,1,2,1,0,51,20847,2126,9810,7996,2015,3,1,3,3,2,3
3525,0,1,1,1,55,21284,1974,10806,7193,2014,4,0,3,2,3,2
3624,0,1,2,1,46,21450,2141,10526,7843,2014,5,0,3,3,3,3
3770,0,2,3,3,40,20477,2388,9402,4253,2014,9,0,2,4,1,1
3842,0,0,0,1,51,20298,2801,9781,7213,2014,2,1,2,6,2,2
3844,0,1,0,0,44,21129,2299,10476,7538,2016,3,0,3,4,3,3
3941,0,0,0,1,31,17698,2355,9614,5386,2014,3,0,1,4,1,1
3981,0,0,1,1,46,24917,2558,13034,8369,2014,3,1,6,5,7,4
4041,0,0,1,0,51,19303,1950,9179,6804,2015,2,0,2,2,1,2
4086,0,0,0,0,60,27740,3253,12689,10431,2017,1,1,7,7,7,7
4099,0,0,2,0,53,18438,2195,9352,6544,2015,3,1,1,3,1,1
4123,0,0,1,0,40,19999,2229,9756,7231,2015,2,0,2,3,2,2
4373,0,0,0,0,47,999999,999999,999999,999999,2017,1,0,8,8,8,8
4409,0,2,1,0,75,26985,3675,12193,10554,2015,5,0,7,8,6,7
4496,0,0,0,1,54,999999,999999,999999,999999,2014,3,0,8,8,8,8
4886,0,3,3,1,59,19531,1177,9590,8100,2014,10,0,2,1,1,4
5049,1,1,1,1,44,24051,1851,11813,9321,2014,4,1,5,2,5,6
5202,0,1,0,0,53,29253,3647,14434,10410,2016,2,0,8,8,8,7
5352,0,2,0,1,50,17440,2022,8974,5699,2014,4,0,1,2,1,1
5656,0,0,0,1,30,18063,2270,9685,5739,2014,2,0,1,3,1,1
5659,0,1,1,0,56,23650,3154,10536,9161,2015,3,0,5,7,3,5
5671,1,0,0,0,53,25104,2340,10793,10871,2017,1,0,6,4,3,7
5685,0,1,1,1,43,21413,2132,9470,9334,2014,4,0,3,3,1,6
5717,0,1,0,0,51,29911,3195,14847,11004,2016,2,0,8,7,8,7
5833,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,8,8,8,8
5870,0,1,0,0,47,31693,2130,14304,11683,2016,3,0,8,3,8,8
6007,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,8,8,8,8
6017,0,1,1,1,43,25645,2367,11550,10319,2014,4,1,6,4,5,7
6095,0,1,1,0,43,22185,2998,10510,7942,2015,3,0,4,7,3,3
6143,0,0,0,1,52,34243,3563,15810,13783,2014,2,1,8,8,8,8
6150,0,0,0,0,31,18040,2225,9294,5628,2017,2,0,1,3,1,1
6249,0,0,0,0,38,29061,3828,13828,10501,2017,1,0,8,8,8,7
6457,0,0,0,0,37,28202,3127,14281,9201,2017,1,0,8,7,8,6
6617,0,1,0,0,48,21496,2437,10366,8068,2016,2,0,3,4,3,4
6641,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,8,8,8,8
6673,0,2,1,0,45,23184,2546,10119,8105,2015,5,0,5,5,2,4
6683,0,0,2,0,33,17184,1985,8841,5543,2015,4,0,1,2,1,1
6868,0,1,0,0,40,28522,2089,15201,10331,2016,2,0,8,3,8,7
7195,1,0,0,1,28,26639,2411,13580,10141,2014,1,0,7,4,8,7
7214,0,1,0,1,55,29675,3198,14415,11331,2014,3,1,8,7,8,8
7301,0,0,1,0,44,24065,1895,11060,10125,2015,2,1,5,2,4,7
7372,1,0,0,0,43,28798,2240,14485,10333,2017,1,0,8,3,8,7
7392,0,1,1,1,39,22696,3590,11509,6122,2014,4,0,4,8,5,1
7644,0,1,1,1,37,20089,2637,9953,6899,2014,4,0,2,5,2,2
7855,0,1,2,2,38,25215,3365,11840,9009,2014,6,0,6,8,5,5
7857,0,0,0,0,30,18639,999999,10969,7534,2017,1,0,1,8,4,3
7932,0,2,1,1,40,24596,2919,12131,8820,2014,6,1,6,7,6,5
8135,0,0,0,0,32,19132,811,9945,7737,2017,1,0,1,1,2,3
8308,0,0,1,1,32,18089,2093,9408,6189,2014,3,0,1,3,1,1
8318,0,0,1,0,37,23467,2389,10513,9403,2015,2,1,5,4,3,6
8644,0,0,0,0,46,999999,999999,999999,999999,2017,1,0,8,8,8,8
8647,0,0,0,0,40,18336,999999,10662,7388,2017,1,0,1,8,3,2
8662,0,1,1,1,63,26051,2094,12856,10330,2014,4,1,7,3,7,7
8729,0,0,0,1,38,24135,2641,11545,9275,2014,2,0,5,5,5,6
9079,0,1,1,0,49,19676,1960,9111,7424,2015,3,1,2,2,1,2
9094,1,1,2,0,42,27505,2836,11793,11194,2015,3,1,7,6,5,8
9108,0,1,0,0,59,18924,2367,8709,7502,2016,2,0,1,4,1,3
9175,0,0,0,0,57,25353,3330,11682,9383,2017,1,0,6,8,5,6
9196,0,1,0,0,36,14655,2096,8345,5594,2016,5,0,1,3,1,1
9336,1,1,1,1,46,26103,2282,12433,10134,2014,3,0,7,4,6,7
9368,0,0,0,0,31,26704,3337,13375,9129,2017,1,0,7,8,7,5
9446,0,0,1,0,31,21632,2238,10607,8361,2015,2,0,3,3,3,4
9515,0,0,0,1,47,21142,2505,11140,6712,2014,2,1,3,5,4,1
9756,0,0,0,0,46,18690,2304,9093,6979,2017,1,0,1,4,1,2
9788,0,1,2,0,36,19193,1609,9614,7050,2015,4,1,2,1,1,2
9872,1,0,0,1,38,20926,2405,10558,7507,2014,2,0,3,4,3,3
9874,0,0,1,1,46,21834,1938,11339,7759,2014,3,0,3,2,4,3
10315,0,1,0,1,34,19098,2054,9143,6532,2014,3,0,1,2,1,1
10350,0,1,0,0,61,23734,1308,10912,10544,2016,2,1,5,1,4,7
10570,0,0,0,1,49,28677,2467,14039,10569,2014,2,0,8,5,8,7
10681,0,0,0,1,60,25734,3097,11515,10421,2014,2,0,6,7,5,7
10756,0,1,0,0,38,21854,2125,11474,7433,2016,2,1,3,3,5,2
10895,0,0,1,1,44,24693,2524,12668,8811,2014,4,0,6,5,7,5
11013,0,1,2,0,63,999999,999999,999999,999999,2015,6,1,8,8,8,8
11188,0,0,1,0,49,28683,2169,12142,9647,2015,2,0,8,3,6,6
11283,0,0,1,1,45,23044,2559,12179,7499,2014,3,0,4,5,6,3
11316,0,0,0,0,46,25001,2396,12699,9118,2017,1,0,6,4,7,5
11599,0,1,1,1,34,21420,2525,9572,8675,2014,4,1,3,5,1,5
11620,0,0,0,0,52,999999,999999,999999,999999,2017,1,0,8,8,8,8
11740,0,1,1,0,55,23424,2507,11600,8562,2015,3,1,5,5,5,4
11910,1,0,2,1,50,23537,2762,11314,8633,2014,3,0,5,6,4,5
11989,0,0,1,0,48,24721,2378,11048,10329,2015,2,0,6,4,4,7
12083,0,0,0,0,65,999999,999999,999999,999999,2017,1,0,8,8,8,8
12215,0,0,0,0,35,21635,2451,10366,8261,2017,1,1,3,4,3,4
12450,0,0,1,0,47,999999,999999,999999,999999,2015,2,1,8,8,8,8
12456,0,0,0,1,47,25588,1904,11706,10317,2014,2,0,6,2,5,7
12537,1,0,1,1,37,26182,2864,10687,10783,2014,2,1,7,6,3,7
12551,0,0,0,1,51,23257,2321,11715,8614,2014,2,0,5,4,5,5
12968,0,1,2,1,61,20920,1869,10300,8206,2014,5,1,3,2,2,4
13147,0,0,0,0,45,24010,2057,11531,9797,2017,1,0,5,2,5,6
13249,0,4,1,4,39,17087,1655,8359,5388,2014,12,1,1,1,1,1
13265,0,1,1,1,40,27559,3348,11260,10792,2014,5,1,7,8,4,7
13388,0,0,1,1,52,20883,2509,10710,6787,2014,3,0,3,5,3,2
13393,0,1,1,0,49,18398,1311,9097,6280,2015,3,0,1,1,1,1
13470,0,1,0,1,48,20991,1450,11013,7062,2014,3,0,3,1,4,2
13547,0,1,0,0,36,21734,2157,10316,8284,2016,2,0,3,3,2,4
13634,0,3,1,0,26,11184,1553,5111,5684,2015,6,0,1,1,1,1
13764,1,3,1,1,38,20763,2201,10264,7446,2014,5,0,3,3,2,3
13899,0,2,1,1,39,15278,1784,8804,6091,2014,7,1,1,2,1,1
14334,0,0,0,0,50,18568,999999,10743,7564,2017,1,0,1,8,3,3
14422,0,1,0,1,34,23699,1709,12785,8627,2014,3,0,5,1,7,5
14507,0,0,0,0,28,19648,1621,8768,9004,2017,1,0,2,1,1,5
14644,0,0,1,0,63,28347,1962,12346,12939,2015,2,1,8,2,6,8
14651,0,1,2,2,44,21626,2038,10235,8353,2014,6,1,3,2,2,4
14714,0,1,0,0,47,23779,2454,11839,9074,2016,2,0,5,4,5,5
14720,0,1,0,1,50,24581,3191,13049,7609,2014,3,1,6,7,7,3
14914,0,0,0,1,44,999999,999999,999999,999999,2014,2,0,8,8,8,8
14924,0,0,0,0,33,23225,2060,10674,10153,2017,1,0,5,2,3,7
14938,0,1,1,1,49,25942,5038,10675,9089,2014,4,1,7,8,3,5
14992,0,2,0,1,36,18082,1593,9802,6153,2014,4,1,1,1,2,1
15020,0,0,0,1,31,28254,3877,13517,10466,2014,2,0,8,8,7,7
15058,1,1,2,0,52,19928,2045,10091,6719,2015,4,0,2,2,2,1
15175,0,1,1,0,37,18727,1544,9934,6402,2015,4,0,1,1,2,1
15277,0,3,2,0,49,10923,1986,4828,5954,2015,9,1,1,2,1,1
15283,0,0,0,0,37,999999,999999,999999,999999,2017,1,0,8,8,8,8
15307,0,0,0,1,42,22582,2950,10419,8554,2014,2,0,4,7,3,4
15435,0,0,0,0,34,21582,976,10230,9043,2017,2,1,3,1,2,5
15617,0,1,0,1,36,27106,2211,12309,9237,2014,3,0,7,3,6,6
15928,0,0,0,0,63,999999,2070,999999,999999,2017,1,0,8,2,8,8
16065,0,0,0,0,45,999999,2757,12136,999999,2017,1,1,8,6,6,8
16144,0,1,1,1,50,19587,1910,10073,7118,2014,4,0,2,2,2,2
16197,1,2,2,0,40,17772,1987,8632,6737,2015,8,1,1,2,1,1
16223,1,1,1,0,56,17086,3906,6109,9567,2015,3,0,1,8,1,6
16355,0,0,0,1,50,25069,2846,12155,9183,2014,2,0,6,6,6,6
16361,0,0,1,1,46,30924,3291,11965,14884,2014,3,0,8,8,6,8
16552,0,0,1,1,43,20257,2283,10386,6339,2014,3,0,2,4,3,1
16571,0,2,0,0,51,17652,2542,6716,8952,2016,6,0,1,5,1,5
16810,1,0,1,0,43,24339,1918,11748,9954,2015,1,0,5,2,5,7
16870,0,0,0,1,59,24996,2518,12477,9164,2014,2,0,6,5,6,5
16898,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,8,8,8,8
16942,0,1,2,1,46,20278,2133,9748,7433,2014,5,0,2,3,2,2
17018,0,1,0,0,67,21800,3002,12296,5806,2016,2,0,3,7,6,1
17022,0,1,1,2,33,17839,1363,9234,6592,2014,9,1,1,1,1,1
17055,1,1,1,0,32,25734,3065,11420,10387,2015,2,0,6,7,5,7
17139,0,1,0,0,37,13133,999999,5864,7091,2016,2,0,1,8,1,2
17141,0,0,0,0,48,18916,1861,9815,6898,2017,1,0,1,2,2,2
17180,1,0,0,1,32,27027,3672,13278,9316,2014,1,0,7,8,7,6
17335,0,0,0,1,32,20011,1822,10633,6448,2014,2,0,2,2,3,1
17380,0,1,1,2,29,24864,2160,12201,8900,2014,5,0,6,3,6,5
17887,0,0,1,0,48,28120,1955,12860,12534,2015,2,1,8,2,7,8
17968,0,0,0,0,57,22787,2118,10960,8843,2017,1,0,4,3,4,5
18178,0,0,1,0,58,23875,2489,11555,9422,2015,2,0,5,5,5,6
18202,0,1,1,0,45,23248,2558,10955,8983,2015,4,1,5,5,4,5
18297,0,0,0,0,37,26149,2158,12344,10976,2017,1,0,7,3,6,7
18332,1,1,0,0,55,25908,2736,10150,11900,2016,3,1,7,6,2,8
18432,0,3,3,1,50,17354,1826,9060,5900,2014,11,1,1,2,1,1
18531,0,1,0,0,56,999999,999999,999999,999999,2016,2,0,8,8,8,8
18647,1,1,1,0,28,20911,2104,10634,7625,2015,2,0,3,3,3,3
18692,0,0,0,1,53,26670,1851,14397,9833,2014,2,0,7,2,8,6
18705,0,0,0,0,31,19579,825,10470,7594,2017,1,0,2,1,3,3
18777,0,5,6,5,28,13365,1439,8431,4780,2014,20,1,1,1,1,1
18783,1,0,0,0,45,25235,3080,12328,8866,2017,1,1,6,7,6,5
18813,0,1,0,0,49,32330,3756,14601,13183,2016,2,1,8,8,8,8
18862,0,0,0,0,40,21268,2889,10496,7439,2017,2,1,3,7,3,3
19031,0,1,1,0,47,19135,2217,9762,6937,2015,3,0,1,3,2,2
19094,0,0,0,0,49,26673,2263,13767,9967,2017,1,0,7,3,8,7
19104,1,1,3,2,42,19530,2070,8787,7815,2014,8,0,2,2,1,3
19176,0,1,0,0,39,26465,2800,12605,10431,2016,2,1,7,6,7,7
19247,0,0,0,1,45,24297,2511,12036,8964,2014,2,1,5,5,6,5
19338,0,0,1,1,55,23053,2822,10907,8127,2014,3,0,4,6,4,4
19508,0,1,0,0,28,27259,2654,12499,11257,2016,2,0,7,6,6,8
19606,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,8,8,8,8
19778,0,0,1,1,51,27618,2450,14399,9928,2014,3,0,7,4,8,7
19974,0,0,1,1,40,23770,2608,10974,9597,2014,3,0,5,5,4,6
20229,0,0,1,0,56,21443,2225,10041,8473,2015,2,0,3,3,2,4
20242,0,1,0,2,74,24544,2534,10669,10462,2014,5,0,6,5,3,7
20253,0,0,0,0,60,25657,2233,11847,10833,2017,1,0,6,3,5,7
20579,0,1,0,0,40,22123,1972,11050,8305,2016,2,0,4,2,4,4
21149,0,2,2,0,48,21293,2720,11050,6678,2015,5,1,3,6,4,1
21469,1,0,1,1,32,24784,2875,12891,8552,2014,3,0,6,6,7,4
21494,0,0,0,1,46,19746,2566,10128,6390,2014,2,0,2,5,2,1
21721,0,1,0,1,43,999999,999999,999999,999999,2014,3,0,8,8,8,8
21729,0,1,0,1,31,19094,1983,9614,6612,2014,3,0,1,2,1,1
21736,0,0,0,0,34,18536,960,9738,7214,2017,2,1,1,1,2,2
21789,0,1,3,0,39,20951,2567,10460,7262,2015,5,0,3,5,3,2
22030,0,0,0,0,60,25668,2369,11995,9726,2017,1,0,6,4,6,6
22032,0,1,0,0,22,18558,2651,9078,6548,2016,3,0,1,6,1,1
22057,1,0,1,0,51,22247,3012,11014,7751,2015,2,0,4,7,4,3
22113,0,1,0,1,41,19550,1805,10365,6704,2014,4,0,2,2,3,1
22431,0,4,2,2,39,16501,1078,8617,5604,2014,12,1,1,1,1,1
22497,0,2,1,0,39,22754,2645,10996,8451,2015,4,1,4,6,4,4
22502,0,0,0,0,59,23130,2577,10957,8934,2017,1,1,5,5,4,5
22514,0,3,4,0,55,999999,999999,999999,999999,2015,8,0,8,8,8,8
22582,0,2,1,1,40,22452,2082,11496,7804,2014,5,0,4,3,5,3
22595,1,1,0,1,37,23955,2863,13234,7238,2014,2,0,5,6,7,2
22756,0,0,0,0,64,999999,999999,999999,999999,2017,1,0,8,8,8,8
22765,0,4,5,5,64,18053,1626,9435,6415,2014,17,1,1,1,1,1
22933,0,1,1,1,51,27894,3273,11798,11598,2014,4,1,7,7,5,8
23030,0,2,1,1,50,21782,1696,10886,8246,2014,5,0,3,1,4,4
23069,0,1,0,1,43,25239,2852,13081,8583,2014,3,1,6,6,7,5
23183,1,0,0,1,27,25543,2557,13147,9353,2014,1,0,6,5,7,6
23202,0,1,1,0,41,17388,2253,8574,6103,2015,3,0,1,3,1,1
23311,1,1,0,0,37,24044,2120,12847,8084,2016,1,1,5,3,7,4
23357,0,0,1,1,46,25663,2797,12988,8742,2014,3,0,6,6,7,5
23369,0,0,1,0,49,999999,2045,999999,999999,2015,2,0,8,2,8,8
23523,0,0,0,1,38,21201,1081,11157,8267,2014,2,0,3,1,4,4
23846,0,0,0,1,57,27376,2497,13735,10046,2014,2,0,7,5,8,7
23907,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,8,8,8,8
23968,1,0,1,1,29,21214,1658,10882,8065,2014,3,0,3,1,4,4
23979,0,1,0,0,61,28678,2642,14513,10328,2016,2,0,8,5,8,7
24123,0,0,0,0,37,26041,3058,13206,9068,2017,1,1,7,7,7,5
24232,1,0,2,1,37,19860,2241,9698,7220,2014,5,0,2,3,1,2
24233,0,0,0,1,50,26002,2656,12849,9695,2014,2,0,7,6,7,6
24266,0,1,0,0,55,20597,1893,10082,8119,2016,2,0,2,2,2,4
24409,0,1,0,0,49,16448,1480,8038,6297,2016,2,0,1,1,1,1
24539,0,2,0,1,30,21256,806,10765,7055,2014,4,0,3,1,3,2
24662,0,0,0,1,34,999999,999999,999999,999999,2014,2,0,8,8,8,8
24792,0,0,0,0,32,999999,999999,999999,999999,2017,1,0,8,8,8,8
25127,0,1,2,1,59,21432,2128,9523,8108,2014,5,0,3,3,1,4
25244,0,0,1,0,52,26645,3488,11221,10686,2015,2,0,7,8,4,7
25452,1,1,5,1,46,21117,2650,10290,7562,2014,7,0,3,6,2,3
25469,1,1,1,0,44,22390,3022,9676,9160,2015,3,1,4,7,1,5
25472,0,1,1,1,45,20312,2350,9991,7509,2014,4,1,2,4,2,3
25576,0,1,1,0,48,22766,2322,10303,9552,2015,3,0,4,4,2,6
25623,0,0,0,1,36,22010,2970,11917,6698,2014,2,0,4,7,6,1
25697,1,1,0,1,32,22137,2081,11172,8349,2014,3,0,4,3,4,4
25966,0,0,1,0,37,31444,5090,13687,11683,2015,2,0,8,8,8,8
26060,1,1,1,0,40,28992,2948,11915,11088,2015,3,0,8,7,6,8
26206,0,0,0,1,63,999999,999999,999999,999999,2014,2,0,8,8,8,8
26276,0,0,0,0,27,999999,999999,999999,999999,2017,1,0,8,8,8,8
26440,0,1,0,1,47,23470,3775,10904,8506,2014,3,0,5,8,4,4
26628,1,1,1,0,50,20316,2878,10175,6775,2015,2,0,2,7,2,2
26866,1,1,2,0,35,19024,1881,9951,6530,2015,4,1,1,2,2,1
27008,1,0,0,0,56,22594,2873,10852,8272,2017,1,0,4,6,4,4
27034,0,1,1,1,47,20528,1857,10609,7578,2014,5,0,2,2,3,3
27382,1,0,0,0,32,16955,2157,8531,5837,2017,2,1,1,3,1,1
27391,0,0,0,0,32,22329,1894,12423,7276,2017,1,0,4,2,6,2
27625,0,0,0,0,60,21992,2525,11623,7259,2017,2,0,4,5,5,2
27708,0,1,1,0,52,999999,3936,999999,999999,2015,3,0,8,8,8,8
27766,0,0,0,0,42,24222,1921,11066,10513,2017,1,0,5,2,4,7
28061,0,0,0,0,45,27186,2627,13086,10582,2017,1,0,7,5,7,7
28233,1,2,1,2,39,17684,1534,9161,6358,2014,7,0,1,1,1,1
28382,0,3,2,2,40,15960,1048,8818,5634,2014,11,0,1,1,1,1
28461,1,1,0,0,48,18554,1156,9313,7095,2016,2,1,1,1,1,2
28739,0,1,1,0,59,18804,1657,9588,7024,2015,3,0,1,1,1,2
28786,0,0,0,1,41,25264,3527,10727,8555,2014,2,0,6,8,3,4
28961,0,2,1,1,38,20058,1731,10078,7345,2014,6,1,2,1,2,2
29124,1,0,1,0,36,23803,1763,11909,9477,2015,1,1,5,1,6,6
29318,0,0,0,0,40,24384,2626,12658,8657,2017,1,1,6,5,7,5
29624,0,0,1,0,50,999999,999999,999999,999999,2015,2,0,8,8,8,8
29978,0,1,0,0,52,22393,2161,11070,8460,2016,2,1,4,3,4,4
30028,0,1,1,0,44,22346,2481,10249,9237,2015,3,0,4,5,2,6
30047,0,1,0,0,38,27453,4033,12581,9841,2016,2,0,7,8,7,6
30146,0,3,2,3,46,17618,1967,8788,5745,2014,12,0,1,2,1,1
30263,0,0,0,0,48,999999,999999,999999,999999,2017,1,0,8,8,8,8
30298,0,1,0,0,41,20461,2350,9767,7845,2016,2,0,2,4,2,3
30373,0,0,2,0,49,999999,999999,999999,999999,2015,3,0,8,8,8,8
30400,0,0,0,0,50,30458,3032,15187,10391,2017,1,0,8,7,8,7
30490,1,2,1,0,37,24590,2615,11731,9645,2015,5,0,6,5,5,6
30741,0,0,0,0,36,15648,999999,8991,6554,2017,1,0,1,8,1,1
30921,1,0,0,1,30,22746,1669,11536,8934,2014,1,0,4,1,5,5
30998,0,0,0,1,47,999999,999999,999999,999999,2014,2,0,8,8,8,8
31028,0,1,0,0,34,999999,999999,999999,999999,2016,2,0,8,8,8,8
31088,0,1,2,2,48,26275,2128,12796,10547,2014,6,1,7,3,7,7
31317,1,0,1,1,47,23730,2451,10580,9353,2014,3,0,5,4,3,6
31349,0,0,0,1,32,21799,3121,11270,6527,2014,2,0,3,7,4,1
31359,0,0,1,0,46,999999,999999,999999,999999,2015,2,0,8,8,8,8
31450,0,0,0,1,42,27695,2523,12242,10839,2014,2,0,7,5,6,7
31480,0,0,1,2,31,20422,2345,10631,6714,2014,4,0,2,4,3,1
31664,0,0,1,0,34,21919,2778,10253,8288,2015,2,0,3,6,2,4
31699,0,1,1,0,43,22339,2570,11530,7709,2015,3,0,4,5,5,3
32086,1,0,1,0,40,28518,3435,13309,11180,2015,2,1,8,8,7,8
32101,0,4,2,2,52,21696,2319,10321,7948,2014,10,0,3,4,2,3
32389,0,0,0,0,57,18780,2221,10006,6113,2017,1,0,1,3,2,1
32667,0,1,3,0,34,27429,2554,13640,9969,2015,5,0,7,5,8,7
33025,0,2,2,0,43,25948,2587,11184,10155,2015,6,0,7,5,4,7
33099,0,0,0,1,35,20368,2221,11146,6507,2014,2,0,2,3,4,1
33102,0,1,1,0,53,27048,2223,12020,11611,2015,3,0,7,3,6,8
33190,0,0,1,0,31,24428,2051,12315,9362,2015,2,1,6,2,6,6
33257,0,1,1,1,51,26680,2953,12313,9866,2014,4,1,7,7,6,6
33294,0,1,1,1,58,22506,2089,10038,9255,2014,5,1,4,3,2,6
33467,0,1,1,1,40,20965,2080,9865,8173,2014,4,1,3,3,2,4
33522,0,0,0,0,56,26404,2807,12442,10143,2017,1,1,7,6,6,7
33638,0,0,0,0,41,24601,2407,11287,10242,2017,1,1,6,4,4,7
33801,0,0,0,0,41,19495,999999,11321,8049,2017,1,0,2,8,4,4
33877,1,0,0,1,41,18471,2103,10543,5428,2014,1,0,1,3,3,1
33904,1,0,0,1,57,999999,999999,999999,999999,2014,1,0,8,8,8,8
34050,0,0,0,0,37,999999,999999,999999,999999,2017,1,0,8,8,8,8
34051,0,0,0,0,36,999999,999999,999999,999999,2017,1,0,8,8,8,8
34130,0,0,0,1,63,22606,2286,12815,6816,2014,2,0,4,4,7,2
34495,1,0,1,1,41,22251,2727,9949,8863,2014,2,0,4,6,2,5
34667,0,0,0,0,39,27589,1506,13038,12236,2017,1,0,7,1,7,8
34716,0,1,1,0,24,17870,1915,9343,6054,2015,4,0,1,2,1,1
34732,0,1,0,1,53,25489,3180,12179,8498,2014,3,0,6,7,6,4
34826,0,0,0,0,54,999999,999999,999999,999999,2017,1,0,8,8,8,8
34857,0,1,2,0,49,23029,2505,11150,8567,2015,4,1,4,5,4,4
34903,0,0,1,0,44,23569,2677,11183,8939,2015,2,0,5,6,4,5
34964,0,1,0,0,64,999999,999999,999999,999999,2016,2,1,8,8,8,8
35030,0,0,0,0,50,999999,999999,999999,999999,2017,1,0,8,8,8,8
35100,0,1,0,0,71,999999,999999,999999,999999,2016,2,0,8,8,8,8
35457,0,3,0,1,39,12431,2094,5231,6084,2014,7,1,1,3,1,1
35718,1,0,0,1,42,23902,2295,11315,9692,2014,1,0,5,4,4,6
35863,0,0,0,0,28,999999,999999,999999,999999,2017,1,0,8,8,8,8
35919,1,0,1,0,47,28170,3488,13527,9484,2015,2,1,8,8,7,6
36033,0,1,0,1,47,21503,2199,10410,7829,2014,3,0,3,3,3,3
36069,1,0,1,0,39,25024,2285,11439,10767,2015,1,0,6,4,5,7
36081,0,0,0,1,32,999999,999999,999999,999999,2014,2,0,8,8,8,8
36202,0,0,0,0,50,21532,999999,11284,10018,2017,2,1,3,8,4,7
36230,0,1,0,0,37,27514,2988,12199,11104,2016,2,0,7,7,6,8
36413,1,1,1,1,31,24404,2100,12863,8103,2014,4,0,6,3,7,4
36426,0,1,1,0,48,19715,1314,9513,7284,2015,3,0,2,1,1,2
36468,0,0,1,0,37,26483,2699,11558,11524,2015,4,1,7,6,5,8
36635,0,2,1,0,41,29439,2140,13549,10952,2015,4,1,8,3,7,7
36717,0,2,0,0,50,16150,2684,6279,9596,2016,4,0,1,6,1,6
36815,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,8,8,8,8
36832,0,0,0,0,35,18309,999999,10091,7881,2017,1,0,1,8,2,3
36841,0,0,2,1,52,21682,2181,10501,7978,2014,4,0,3,3,3,3
36951,0,0,0,1,47,25471,2032,11837,10552,2014,2,1,6,2,5,7
37098,0,0,1,0,38,21197,1827,9469,9488,2015,2,0,3,2,1,6
37116,0,1,1,0,44,26490,3109,12274,10502,2015,3,1,7,7,6,7
37516,1,1,1,0,33,18926,2091,9749,6739,2015,2,0,1,3,2,1
37535,0,2,2,0,51,18981,1888,9534,6359,2015,7,0,1,2,1,1
37883,1,1,1,0,35,22941,2638,10964,8563,2015,2,0,4,5,4,4
37911,0,1,1,0,50,27239,4045,12552,10401,2015,3,0,7,8,7,7
38080,1,0,0,1,59,29157,3253,13674,11086,2014,1,0,8,7,8,8
38097,0,1,1,0,37,23331,2383,10603,9183,2015,3,0,5,4,3,6
38216,0,1,0,0,50,19655,1880,9467,7705,2016,2,0,2,2,1,3
38325,0,1,2,0,69,29212,2732,14031,11010,2015,4,1,8,6,8,7
38547,0,0,0,0,31,22922,2159,10955,9006,2017,1,0,4,3,4,5
